palette-title,palette-subtitle,palette-description,color-name,color-description,step-name,swatch-hex,hex,rgb,hsl,hsb,css,step-description
"Refined Threads","An Elegant & Soft Apparel Palette","...","Dusty Rose","Primary brand color for buttons and highlights.","dusty-rose-3","#BC8E8E","Hex: #BC8E8E","RGB: 188, 142, 142","HSL: 0, 26%, 65%","HSB: 0, 24%, 74%","CSS: rgb(188, 142, 142)","Base Rose"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Dusty Rose","Primary brand color for buttons and highlights.","dusty-rose-4","#9C6E6E","Hex: #9C6E6E","RGB: 156, 110, 110","HSL: 0, 18%, 52%","HSB: 0, 29%, 61%","CSS: rgb(156, 110, 110)","Muted Rose"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Dusty Rose","Primary brand color for buttons and highlights.","dusty-rose-5","#7A5252","Hex: #7A5252","RGB: 122, 82, 82","HSL: 0, 20%, 40%","HSB: 0, 33%, 48%","CSS: rgb(122, 82, 82)","Deep Rose"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Chambray Mist","Secondary brand color for subtle UI.","chambray-mist-1","#D6E0E8","Hex: #D6E0E8","RGB: 214, 224, 232","HSL: 207, 27%, 87%","HSB: 207, 8%, 91%","CSS: rgb(214, 224, 232)","Soft Mist"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Chambray Mist","Secondary brand color for subtle UI.","chambray-mist-2","#B8C9D6","Hex: #B8C9D6","RGB: 184, 201, 214","HSL: 206, 26%, 78%","HSB: 206, 14%, 84%","CSS: rgb(184, 201, 214)","Light Mist"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Chambray Mist","Secondary brand color for subtle UI.","chambray-mist-3","#96A9B8","Hex: #96A9B8","RGB: 150, 169, 184","HSL: 206, 20%, 65%","HSB: 206, 18%, 72%","CSS: rgb(150, 169, 184)","Base Mist"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Chambray Mist","Secondary brand color for subtle UI.","chambray-mist-4","#748896","Hex: #748896","RGB: 116, 136, 150","HSL: 205, 14%, 52%","HSB: 205, 23%, 59%","CSS: rgb(116, 136, 150)","Dusk Blue"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Chambray Mist","Secondary brand color for subtle UI.","chambray-mist-5","#556773","Hex: #556773","RGB: 85, 103, 115","HSL: 204, 15%, 39%","HSB: 204, 26%, 45%","CSS: rgb(85, 103, 115)","Deep Steel"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Camel Suede","Accent color for details and tags.","camel-suede-1","#F2E3C9","Hex: #F2E3C9","RGB: 242, 227, 201","HSL: 38, 63%, 87%","HSB: 38, 17%, 95%","CSS: rgb(242, 227, 201)","Light Sand"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Camel Suede","Accent color for details and tags.","camel-suede-2","#E6D0AC","Hex: #E6D0AC","RGB: 230, 208, 172","HSL: 37, 54%, 79%","HSB: 37, 25%, 90%","CSS: rgb(230, 208, 172)","Warm Sand"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Camel Suede","Accent color for details and tags.","camel-suede-3","#C7AD84","Hex: #C7AD84","RGB: 199, 173, 132","HSL: 37, 38%, 65%","HSB: 37, 34%, 78%","CSS: rgb(199, 173, 132)","Base Camel"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Camel Suede","Accent color for details and tags.","camel-suede-4","#A88F68","Hex: #A88F68","RGB: 168, 143, 104","HSL: 37, 27%, 53%","HSB: 37, 38%, 66%","CSS: rgb(168, 143, 104)","Muted Tan"
"Refined Threads","An Elegant & Soft Apparel Palette","...","Camel Suede","Accent color for details and tags.","camel-suede-5","#877150","Hex: #877150","RGB: 135, 113, 80","HSL: 36, 26%, 42%","HSB: 36, 41%, 53%","CSS: rgb(135, 113, 80)","Deep Earth"
