"palette-title","palette-subtitle","palette-description","color-name","color-description","step-name","swatch-hex","hex","rgb","hsl","hsb","css","step-description"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Cranberry Red","A deep red for accents that require elegance and tradition.","cranberry-red-1","#F5E6E6","Hex: #F5E6E6","RGB: 245, 230, 230","HSL: 0, 43, 93","HSB: 0, 6, 96","CSS: rgb(245, 230, 230)","Lightest tint"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Cranberry Red","A deep red for accents that require elegance and tradition.","cranberry-red-2","#C47A7A","Hex: #C47A7A","RGB: 196, 122, 122","HSL: 0, 40, 62","HSB: 0, 38, 77","CSS: rgb(196, 122, 122)","Lighter tint"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Cranberry Red","A deep red for accents that require elegance and tradition.","cranberry-red-3","#8A2B2B","Hex: #8A2B2B","RGB: 138, 43, 43","HSL: 0, 52, 35","HSB: 0, 69, 54","CSS: rgb(138, 43, 43)","Base Color"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Cranberry Red","A deep red for accents that require elegance and tradition.","cranberry-red-4","#692121","Hex: #692121","RGB: 105, 33, 33","HSL: 0, 52, 27","HSB: 0, 69, 41","CSS: rgb(105, 33, 33)","Darker shade"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Cranberry Red","A deep red for accents that require elegance and tradition.","cranberry-red-5","#451616","Hex: #451616","RGB: 69, 22, 22","HSL: 0, 52, 18","HSB: 0, 68, 27","CSS: rgb(69, 22, 22)","Darkest shade"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Moss Green","A natural, calming green for botanical elements.","moss-green-1","#EEF0E9","Hex: #EEF0E9","RGB: 238, 240, 233","HSL: 81, 18, 93","HSB: 81, 3, 94","CSS: rgb(238, 240, 233)","Lightest tint"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Moss Green","A natural, calming green for botanical elements.","moss-green-2","#9CAD83","Hex: #9CAD83","RGB: 156, 173, 131","HSL: 84, 21, 60","HSB: 84, 24, 68","CSS: rgb(156, 173, 131)","Lighter tint"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Moss Green","A natural, calming green for botanical elements.","moss-green-3","#556340","Hex: #556340","RGB: 85, 99, 64","HSL: 84, 21, 32","HSB: 84, 35, 39","CSS: rgb(85, 99, 64)","Base Color"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Moss Green","A natural, calming green for botanical elements.","moss-green-4","#404A30","Hex: #404A30","RGB: 64, 74, 48","HSL: 83, 21, 24","HSB: 83, 35, 29","CSS: rgb(64, 74, 48)","Darker shade"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Moss Green","A natural, calming green for botanical elements.","moss-green-5","#2B3120","Hex: #2B3120","RGB: 43, 49, 32","HSL: 81, 21, 16","HSB: 81, 35, 19","CSS: rgb(43, 49, 32)","Darkest shade"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Golden Yellow","A warm yellow for honey-like highlights and buttons.","golden-yellow-1","#FDF7E6","Hex: #FDF7E6","RGB: 253, 247, 230","HSL: 44, 82, 95","HSB: 44, 9, 99","CSS: rgb(253, 247, 230)","Lightest tint"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Golden Yellow","A warm yellow for honey-like highlights and buttons.","golden-yellow-2","#F3D991","Hex: #F3D991","RGB: 243, 217, 145","HSL: 44, 80, 76","HSB: 44, 40, 95","CSS: rgb(243, 217, 145)","Lighter tint"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Golden Yellow","A warm yellow for honey-like highlights and buttons.","golden-yellow-3","#D4A017","Hex: #D4A017","RGB: 212, 160, 23","HSL: 44, 80, 46","HSB: 44, 89, 83","CSS: rgb(212, 160, 23)","Base Color"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Golden Yellow","A warm yellow for honey-like highlights and buttons.","golden-yellow-4","#A17A11","Hex: #A17A11","RGB: 161, 122, 17","HSL: 44, 81, 35","HSB: 44, 89, 63","CSS: rgb(161, 122, 17)","Darker shade"
"Artisan Estate","A Sophisticated & Timeless Heritage Palette","This palette evokes history, craftsmanship, and luxury. Best for heritage brands, distilleries, and luxury leather goods.","Golden Yellow","A warm yellow for honey-like highlights and buttons.","golden-yellow-5","#6E530C","Hex: #6E530C","RGB: 110, 83, 12","HSL: 44, 80, 24","HSB: 44, 89, 43","CSS: rgb(110, 83, 12)","Darkest shade"
