palette-title,palette-subtitle,palette-description,color-name,color-description,step-name,swatch-hex,hex,rgb,hsl,hsb,css,step-description
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Embers Glow","A rich burnt sienna for primary buttons and brand marks.","embers-glow-1","#8c3216","Hex: #8c3216","RGB: 140, 50, 22","HSL: 14, 73%, 32%","HSB: 14, 84%, 55%","CSS: rgb(140, 50, 22)","Deep embers"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Embers Glow","A rich burnt sienna for primary buttons and brand marks.","embers-glow-2","#b3401c","Hex: #b3401c","RGB: 179, 64, 28","HSL: 14, 73%, 41%","HSB: 14, 84%, 70%","CSS: rgb(179, 64, 28)","Bright embers"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Embers Glow","A rich burnt sienna for primary buttons and brand marks.","embers-glow-3","#d94e23","Hex: #d94e23","RGB: 217, 78, 35","HSL: 14, 72%, 49%","HSB: 14, 84%, 85%","CSS: rgb(217, 78, 35)","Base color"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Embers Glow","A rich burnt sienna for primary buttons and brand marks.","embers-glow-4","#e6856a","Hex: #e6856a","RGB: 230, 133, 106","HSL: 13, 72%, 66%","HSB: 13, 54%, 90%","CSS: rgb(230, 133, 106)","Warm glow"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Embers Glow","A rich burnt sienna for primary buttons and brand marks.","embers-glow-5","#f0b5a5","Hex: #f0b5a5","RGB: 240, 181, 165","HSL: 13, 71%, 79%","HSB: 13, 31%, 94%","CSS: rgb(240, 181, 165)","Soft glow"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Mulled Wine","A deep berry purple for high-contrast luxury accents.","mulled-wine-1","#3b1620","Hex: #3b1620","RGB: 59, 22, 32","HSL: 344, 46%, 16%","HSB: 344, 63%, 23%","CSS: rgb(59, 22, 32)","Darkest wine"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Mulled Wine","A deep berry purple for high-contrast luxury accents.","mulled-wine-2","#57202f","Hex: #57202f","RGB: 87, 32, 47","HSL: 344, 46%, 23%","HSB: 344, 63%, 34%","CSS: rgb(87, 32, 47)","Rich wine"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Mulled Wine","A deep berry purple for high-contrast luxury accents.","mulled-wine-3","#7a2d42","Hex: #7a2d42","RGB: 122, 45, 66","HSL: 344, 46%, 33%","HSB: 344, 63%, 48%","CSS: rgb(122, 45, 66)","Base color"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Mulled Wine","A deep berry purple for high-contrast luxury accents.","mulled-wine-4","#a36171","Hex: #a36171","RGB: 163, 97, 113","HSL: 345, 26%, 51%","HSB: 345, 40%, 64%","CSS: rgb(163, 97, 113)","Soft wine"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Mulled Wine","A deep berry purple for high-contrast luxury accents.","mulled-wine-5","#cc9ba6","Hex: #cc9ba6","RGB: 204, 155, 166","HSL: 347, 32%, 70%","HSB: 347, 24%, 80%","CSS: rgb(204, 155, 166)","Light wine"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Roasted Bean","A dark warm brown for grounding typography.","roasted-bean-1","#1a110e","Hex: #1a110e","RGB: 26, 17, 14","HSL: 15, 30%, 8%","HSB: 15, 46%, 10%","CSS: rgb(26, 17, 14)","Darkest roast"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Roasted Bean","A dark warm brown for grounding typography.","roasted-bean-2","#261914","Hex: #261914","RGB: 38, 25, 20","HSL: 17, 31%, 11%","HSB: 17, 47%, 15%","CSS: rgb(38, 25, 20)","Dark roast"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Roasted Bean","A dark warm brown for grounding typography.","roasted-bean-3","#33211b","Hex: #33211b","RGB: 51, 33, 27","HSL: 15, 31%, 15%","HSB: 15, 47%, 20%","CSS: rgb(51, 33, 27)","Base color"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Roasted Bean","A dark warm brown for grounding typography.","roasted-bean-4","#5c4740","Hex: #5c4740","RGB: 92, 71, 64","HSL: 15, 18%, 31%","HSB: 15, 30%, 36%","CSS: rgb(92, 71, 64)","Light roast"
"Autumn Hearth","The Essence of Comfort and Glow","This palette captures the warmth of a flickering fireplace and organic textures. It is best suited for interior design, boutique roasteries, and wellness brands seeking an inviting, premium aesthetic.","Roasted Bean","A dark warm brown for grounding typography.","roasted-bean-5","#85746e","Hex: #85746e","RGB: 133, 116, 110","HSL: 16, 10%, 48%","HSB: 16, 17%, 52%","CSS: rgb(133, 116, 110)","Soft roast"
