palette-title,palette-subtitle,palette-description,color-name,color-description,step-name,swatch-hex,hex,rgb,hsl,hsb,css,step-description
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Industrial Blue","Primary brand color for navigation and structural containers.","industrial-blue-1","#5C7080","Hex: #5C7080","RGB: 92, 112, 128","HSL: 207, 16%, 43%","HSB: 207, 28%, 50%","CSS: rgb(92, 112, 128)","Muted blue tint."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Industrial Blue","Primary brand color for navigation and structural containers.","industrial-blue-2","#455A64","Hex: #455A64","RGB: 69, 90, 100","HSL: 199, 18%, 33%","HSB: 199, 31%, 39%","CSS: rgb(69, 90, 100)","Secondary blue tone."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Industrial Blue","Primary brand color for navigation and structural containers.","industrial-blue-3","#34495E","Hex: #34495E","RGB: 52, 73, 94","HSL: 210, 29%, 29%","HSB: 210, 45%, 37%","CSS: rgb(52, 73, 94)","Base Industrial Blue."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Industrial Blue","Primary brand color for navigation and structural containers.","industrial-blue-4","#2C3E50","Hex: #2C3E50","RGB: 44, 62, 80","HSL: 210, 29%, 24%","HSB: 210, 45%, 31%","CSS: rgb(44, 62, 80)","Deep professional navy."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Industrial Blue","Primary brand color for navigation and structural containers.","industrial-blue-5","#1A252F","Hex: #1A252F","RGB: 26, 37, 47","HSL: 209, 29%, 14%","HSB: 209, 45%, 18%","CSS: rgb(26, 37, 47)","Midnight industrial blue."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Rust Red","Secondary color for membership tiers and primary CTA buttons.","rust-red-1","#E67E22","Hex: #E67E22","RGB: 230, 126, 34","HSL: 28, 80%, 52%","HSB: 28, 85%, 90%","CSS: rgb(230, 126, 34)","Bright energy orange-red."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Rust Red","Secondary color for membership tiers and primary CTA buttons.","rust-red-2","#D35400","Hex: #D35400","RGB: 211, 84, 0","HSL: 24, 100%, 41%","HSB: 24, 100%, 83%","CSS: rgb(211, 84, 0)","High intensity highlight."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Rust Red","Secondary color for membership tiers and primary CTA buttons.","rust-red-3","#A5443B","Hex: #A5443B","RGB: 165, 68, 59","HSL: 5, 47%, 44%","HSB: 5, 64%, 65%","CSS: rgb(165, 68, 59)","Base Rust Red."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Rust Red","Secondary color for membership tiers and primary CTA buttons.","rust-red-4","#8A3931","Hex: #8A3931","RGB: 138, 57, 49","HSL: 5, 48%, 37%","HSB: 5, 64%, 54%","CSS: rgb(138, 57, 49)","Deep oxide red."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Rust Red","Secondary color for membership tiers and primary CTA buttons.","rust-red-5","#6E2D27","Hex: #6E2D27","RGB: 110, 45, 39","HSL: 5, 48%, 29%","HSB: 5, 65%, 43%","CSS: rgb(110, 45, 39)","Darkest burnt red."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Electric Cyan","Accent color for active states, UI icons, and vital buttons.","electric-cyan-1","#81D4FA","Hex: #81D4FA","RGB: 129, 212, 250","HSL: 199, 92%, 74%","HSB: 199, 48%, 98%","CSS: rgb(129, 212, 250)","Soft tech glow."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Electric Cyan","Accent color for active states, UI icons, and vital buttons.","electric-cyan-2","#4FC3F7","Hex: #4FC3F7","RGB: 79, 195, 247","HSL: 199, 92%, 64%","HSB: 199, 68%, 97%","CSS: rgb(79, 195, 247)","Vibrant digital highlight."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Electric Cyan","Accent color for active states, UI icons, and vital buttons.","electric-cyan-3","#11ABB0","Hex: #11ABB0","RGB: 17, 171, 176","HSL: 182, 82%, 38%","HSB: 182, 90%, 69%","CSS: rgb(17, 171, 176)","Base Electric Cyan."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Electric Cyan","Accent color for active states, UI icons, and vital buttons.","electric-cyan-4","#0E8E92","Hex: #0E8E92","RGB: 14, 142, 146","HSL: 182, 82%, 31%","HSB: 182, 90%, 57%","CSS: rgb(14, 142, 146)","Dark accent for hover states."
"Iron & Oxygen","Forged Strength & Modern Vitality","A Cool & Industrial palette designed for high-end fitness studios.","Electric Cyan","Accent color for active states, UI icons, and vital buttons.","electric-cyan-5","#0A6D70","Hex: #0A6D70","RGB: 10, 109, 112","HSL: 182, 84%, 24%","HSB: 182, 91%, 44%","CSS: rgb(10, 109, 112)","Deep ocean cyan for contrast."
