"palette-title","palette-subtitle","palette-description","color-name","color-description","step-name","swatch-hex","hex","rgb","hsl","hsb","css","step-description"
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Asphalt Dark","A deep, near-black blue for maximum contrast.","asphalt-dark-1","#D6D9DB","Hex: #D6D9DB","RGB: 214, 217, 219","HSL: 204, 6%, 85%","HSB: 204, 2%, 86%","CSS: rgb(214, 217, 219)","Cool tinted light neutral."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Asphalt Dark","A deep, near-black blue for maximum contrast.","asphalt-dark-2","#5C6369","Hex: #5C6369","RGB: 92, 99, 105","HSL: 208, 7%, 39%","HSB: 208, 12%, 41%","CSS: rgb(92, 99, 105)","Charcoal grey for utility text."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Asphalt Dark","A deep, near-black blue for maximum contrast.","asphalt-dark-3","#2E3438","Hex: #2E3438","RGB: 46, 52, 56","HSL: 204, 10%, 20%","HSB: 204, 18%, 22%","CSS: rgb(46, 52, 56)","Deep asphalt for primary text and backgrounds."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Asphalt Dark","A deep, near-black blue for maximum contrast.","asphalt-dark-4","#1D2124","Hex: #1D2124","RGB: 29, 33, 36","HSL: 206, 11%, 13%","HSB: 206, 19%, 14%","CSS: rgb(29, 33, 36)","Very dark asphalt for UI shadows."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Asphalt Dark","A deep, near-black blue for maximum contrast.","asphalt-dark-5","#0E1012","Hex: #0E1012","RGB: 14, 16, 18","HSL: 210, 13%, 6%","HSB: 210, 22%, 7%","CSS: rgb(14, 16, 18)","Absolute dark for extreme depth."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Deep Sea Blue","An elegant, dark corporate blue for depth.","deep-sea-blue-1","#D3DCE3","Hex: #D3DCE3","RGB: 211, 220, 227","HSL: 206, 23%, 86%","HSB: 206, 7%, 89%","CSS: rgb(211, 220, 227)","Muted blue tint."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Deep Sea Blue","An elegant, dark corporate blue for depth.","deep-sea-blue-2","#608099","Hex: #608099","RGB: 96, 128, 153","HSL: 206, 23%, 49%","HSB: 206, 37%, 60%","CSS: rgb(96, 128, 153)","Medium blue for hover states."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Deep Sea Blue","An elegant, dark corporate blue for depth.","deep-sea-blue-3","#2B4B63","Hex: #2B4B63","RGB: 43, 75, 99","HSL: 206, 39%, 28%","HSB: 206, 57%, 39%","CSS: rgb(43, 75, 99)","Corporate blue for buttons and nav."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Deep Sea Blue","An elegant, dark corporate blue for depth.","deep-sea-blue-4","#1D3242","Hex: #1D3242","RGB: 29, 50, 66","HSL: 206, 39%, 19%","HSB: 206, 56%, 26%","CSS: rgb(29, 50, 66)","Shadow blue for interactive elements."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Deep Sea Blue","An elegant, dark corporate blue for depth.","deep-sea-blue-5","#0E1921","Hex: #0E1921","RGB: 14, 25, 33","HSL: 205, 40%, 9%","HSB: 205, 58%, 13%","CSS: rgb(14, 25, 33)","Deep blue-black for branding."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Warning Orange","High-visibility accent for safety and action.","warning-orange-1","#FFF2E6","Hex: #FFF2E6","RGB: 255, 242, 230","HSL: 29, 100%, 95%","HSB: 29, 10%, 100%","CSS: rgb(255, 242, 230)","Soft glow tint for alerts."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Warning Orange","High-visibility accent for safety and action.","warning-orange-2","#FFC48C","Hex: #FFC48C","RGB: 255, 196, 140","HSL: 29, 100%, 77%","HSB: 29, 45%, 100%","CSS: rgb(255, 196, 140)","Bright peach for secondary accents."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Warning Orange","High-visibility accent for safety and action.","warning-orange-3","#F38A1D","Hex: #F38A1D","RGB: 243, 138, 29","HSL: 31, 89%, 53%","HSB: 31, 88%, 95%","CSS: rgb(243, 138, 29)","Base orange for primary Call to Action."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Warning Orange","High-visibility accent for safety and action.","warning-orange-4","#B86714","Hex: #B86714","RGB: 184, 103, 20","HSL: 30, 80%, 40%","HSB: 30, 89%, 72%","CSS: rgb(184, 103, 20)","Earthy orange for deep warnings."
"Industrial Foundation","Precision Cutting & Core Strength","This palette captures the raw, professional essence of the concrete cutting industry. It balances heavy-duty Industrial & Cool tones with a high-visibility orange accent. Best suited for construction, heavy machinery, and architectural services.","Warning Orange","High-visibility accent for safety and action.","warning-orange-5","#7A450D","Hex: #7A450D","RGB: 122, 69, 13","HSL: 31, 81%, 26%","HSB: 31, 89%, 48%","CSS: rgb(122, 69, 13)","Deep burnt orange for contrast on light backgrounds."
