"palette-title","palette-subtitle","palette-description","color-name","color-description","step-name","swatch-hex","hex","rgb","hsl","hsb","css","step-description"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Electric Yellow","Primary brand color","electric-yellow-1","#FFEB70","Hex: #FFEB70","RGB: 255, 235, 112","HSL: 52, 100, 72","HSB: 52, 56, 100","CSS: rgb(255, 235, 112)","Lightest tint"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Electric Yellow","Primary brand color","electric-yellow-2","#FFE342","Hex: #FFE342","RGB: 255, 227, 66","HSL: 51, 100, 63","HSB: 51, 74, 100","CSS: rgb(255, 227, 66)","Soft tint"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Electric Yellow","Primary brand color","electric-yellow-3","#FFD700","Hex: #FFD700","RGB: 255, 215, 0","HSL: 51, 100, 50","HSB: 51, 100, 100","CSS: rgb(255, 215, 0)","Base Primary"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Electric Yellow","Primary brand color","electric-yellow-4","#DBB900","Hex: #DBB900","RGB: 219, 185, 0","HSL: 51, 100, 43","HSB: 51, 100, 86","CSS: rgb(219, 185, 0)","Deep shade"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Electric Yellow","Primary brand color","electric-yellow-5","#B39700","Hex: #B39700","RGB: 179, 151, 0","HSL: 51, 100, 35","HSB: 51, 100, 70","CSS: rgb(179, 151, 0)","Darkest shade"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Dragonfruit Pink","Secondary accent color","dragonfruit-pink-1","#F2618E","Hex: #F2618E","RGB: 242, 97, 142","HSL: 341, 84, 66","HSB: 341, 60, 95","CSS: rgb(242, 97, 142)","Lightest tint"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Dragonfruit Pink","Secondary accent color","dragonfruit-pink-2","#EB3D74","Hex: #EB3D74","RGB: 235, 61, 116","HSL: 341, 81, 58","HSB: 341, 74, 92","CSS: rgb(235, 61, 116)","Soft tint"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Dragonfruit Pink","Secondary accent color","dragonfruit-pink-3","#E31B5D","Hex: #E31B5D","RGB: 227, 27, 93","HSL: 340, 79, 50","HSB: 340, 88, 89","CSS: rgb(227, 27, 93)","Base Secondary"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Dragonfruit Pink","Secondary accent color","dragonfruit-pink-4","#C1174F","Hex: #C1174F","RGB: 193, 23, 79","HSL: 340, 79, 42","HSB: 340, 88, 76","CSS: rgb(193, 23, 79)","Deep shade"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Dragonfruit Pink","Secondary accent color","dragonfruit-pink-5","#9E1241","Hex: #9E1241","RGB: 158, 18, 65","HSL: 340, 80, 35","HSB: 340, 89, 62","CSS: rgb(158, 18, 65)","Darkest shade"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Lime Spark","Alt brand color","lime-spark-1","#B8E65C","Hex: #B8E65C","RGB: 184, 230, 92","HSL: 80, 75, 63","HSB: 80, 60, 90","CSS: rgb(184, 230, 92)","Lightest tint"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Lime Spark","Alt brand color","lime-spark-2","#A3D936","Hex: #A3D936","RGB: 163, 217, 54","HSL: 80, 69, 53","HSB: 80, 75, 85","CSS: rgb(163, 217, 54)","Soft tint"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Lime Spark","Alt brand color","lime-spark-3","#8CC63F","Hex: #8CC63F","RGB: 140, 198, 63","HSL: 86, 55, 51","HSB: 86, 68, 78","CSS: rgb(140, 198, 63)","Base Alt"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Lime Spark","Alt brand color","lime-spark-4","#76A635","Hex: #76A635","RGB: 118, 166, 53","HSL: 86, 52, 43","HSB: 86, 68, 65","CSS: rgb(118, 166, 53)","Deep shade"
"Electric Stream","High-Energy Digital Creativity","A vibrant palette designed for creative tech brands, featuring high-contrast neons against soft cream or deep midnight backgrounds. Best suited for consumer electronics, apps, and digital agencies.","Lime Spark","Alt brand color","lime-spark-5","#5F862B","Hex: #5F862B","RGB: 95, 134, 43","HSL: 86, 51, 35","HSB: 86, 68, 53","CSS: rgb(95, 134, 43)","Darkest shade"
