"palette-title","palette-subtitle","palette-description","color-name","color-description","step-name","swatch-hex","hex","rgb","hsl","hsb","css","step-description"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Cerulean Blue","Secondary blue for links and active states.","cerulean-blue-1","#80D4FF","Hex: #80D4FF","RGB: 128, 212, 255","HSL: 200, 100%, 75%","HSB: 200, 50%, 100%","CSS: rgb(128, 212, 255)","Sky blue"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Cerulean Blue","Secondary blue for links and active states.","cerulean-blue-2","#33B5FF","Hex: #33B5FF","RGB: 51, 181, 255","HSL: 202, 100%, 60%","HSB: 202, 80%, 100%","CSS: rgb(51, 181, 255)","Bright blue"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Cerulean Blue","Secondary blue for links and active states.","cerulean-blue-3","#0099EE","Hex: #0099EE","RGB: 0, 153, 238","HSL: 201, 100%, 47%","HSB: 201, 100%, 93%","CSS: rgb(0, 153, 238)","Core brand blue"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Cerulean Blue","Secondary blue for links and active states.","cerulean-blue-4","#007ACC","Hex: #007ACC","RGB: 0, 122, 204","HSL: 204, 100%, 40%","HSB: 204, 100%, 80%","CSS: rgb(0, 122, 204)","Deep cerulean"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Cerulean Blue","Secondary blue for links and active states.","cerulean-blue-5","#005C99","Hex: #005C99","RGB: 0, 92, 153","HSL: 204, 100%, 30%","HSB: 204, 100%, 60%","CSS: rgb(0, 92, 153)","Navy tint"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Forest Green","Grounding dark tone for text and navigation.","forest-green-1","#2A6B54","Hex: #2A6B54","RGB: 42, 107, 84","HSL: 159, 44%, 29%","HSB: 159, 61%, 42%","CSS: rgb(42, 107, 84)","Light forest"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Forest Green","Grounding dark tone for text and navigation.","forest-green-2","#1A4D3B","Hex: #1A4D3B","RGB: 26, 77, 59","HSL: 159, 50%, 20%","HSB: 159, 66%, 30%","CSS: rgb(26, 77, 59)","Medium forest"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Forest Green","Grounding dark tone for text and navigation.","forest-green-3","#0A3022","Hex: #0A3022","RGB: 10, 48, 34","HSL: 158, 66%, 11%","HSB: 158, 79%, 19%","CSS: rgb(10, 48, 34)","Deep anchor green"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Forest Green","Grounding dark tone for text and navigation.","forest-green-4","#062017","Hex: #062017","RGB: 6, 32, 23","HSL: 159, 68%, 7%","HSB: 159, 81%, 13%","CSS: rgb(6, 32, 23)","Near black"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Forest Green","Grounding dark tone for text and navigation.","forest-green-5","#020D09","Hex: #020D09","RGB: 2, 13, 9","HSL: 158, 73%, 3%","HSB: 158, 85%, 5%","CSS: rgb(2, 13, 9)","Midnight green"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Fiery Orange","Primary CTA and high-attention elements.","fiery-orange-1","#FF9D66","Hex: #FF9D66","RGB: 255, 157, 102","HSL: 22, 100%, 70%","HSB: 22, 60%, 100%","CSS: rgb(255, 157, 102)","Peach orange"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Fiery Orange","Primary CTA and high-attention elements.","fiery-orange-2","#FF7526","Hex: #FF7526","RGB: 255, 117, 38","HSL: 22, 100%, 57%","HSB: 22, 85%, 100%","CSS: rgb(255, 117, 38)","Bright orange"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Fiery Orange","Primary CTA and high-attention elements.","fiery-orange-3","#E65100","Hex: #E65100","RGB: 230, 81, 0","HSL: 21, 100%, 45%","HSB: 21, 100%, 90%","CSS: rgb(230, 81, 0)","Vivid CTA orange"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Fiery Orange","Primary CTA and high-attention elements.","fiery-orange-4","#B33F00","Hex: #B33F00","RGB: 179, 63, 0","HSL: 21, 100%, 35%","HSB: 21, 100%, 70%","CSS: rgb(179, 63, 0)","Burnt orange"
"Vivid Horizon","Energetic Foundations for Modern Creativity","A bold, high-energy palette suited for SaaS, creative agencies, and EdTech. Features high-contrast vibrant pops against a dark forest anchor and soft cream base.","Fiery Orange","Primary CTA and high-attention elements.","fiery-orange-5","#802D00","Hex: #802D00","RGB: 128, 45, 0","HSL: 21, 100%, 25%","HSB: 21, 100%, 50%","CSS: rgb(128, 45, 0)","Deep terracotta"
