"palette-title","palette-subtitle","palette-description","color-name","color-description","step-name","swatch-hex","hex","rgb","hsl","hsb","css","step-description"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Dusty Rose","Muted pink-red for secondary accents and depth.","dusty-rose-4","#8A5257","Hex: #8A5257","RGB: 138, 82, 87","HSL: 355, 25, 43","HSB: 355, 41, 54","CSS: rgb(138, 82, 87)","Deep Rose"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Dusty Rose","Muted pink-red for secondary accents and depth.","dusty-rose-5","#6D3D41","Hex: #6D3D41","RGB: 109, 61, 65","HSL: 355, 28, 33","HSB: 355, 44, 43","CSS: rgb(109, 61, 65)","Darkest Rose"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Gilded Saffron","Golden ochre for calls to action and branding.","gilded-saffron-1","#D9B87E","Hex: #D9B87E","RGB: 217, 184, 126","HSL: 38, 55, 67","HSB: 38, 42, 85","CSS: rgb(217, 184, 126)","Soft Gold"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Gilded Saffron","Golden ochre for calls to action and branding.","gilded-saffron-2","#C7A063","Hex: #C7A063","RGB: 199, 160, 99","HSL: 37, 48, 58","HSB: 37, 50, 78","CSS: rgb(199, 160, 99)","Medium Gold"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Gilded Saffron","Golden ochre for calls to action and branding.","gilded-saffron-3","#B1894C","Hex: #B1894C","RGB: 177, 137, 76","HSL: 36, 40, 50","HSB: 36, 57, 69","CSS: rgb(177, 137, 76)","Base Gold"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Gilded Saffron","Golden ochre for calls to action and branding.","gilded-saffron-4","#94713E","Hex: #94713E","RGB: 148, 113, 62","HSL: 36, 41, 41","HSB: 36, 58, 58","CSS: rgb(148, 113, 62)","Deep Gold"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Gilded Saffron","Golden ochre for calls to action and branding.","gilded-saffron-5","#755931","Hex: #755931","RGB: 117, 89, 49","HSL: 35, 41, 33","HSB: 35, 58, 46","CSS: rgb(117, 89, 49)","Darkest Gold"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Slate Blue","Desaturated blue for cooling anchor points.","slate-blue-1","#AAB7C4","Hex: #AAB7C4","RGB: 170, 183, 196","HSL: 210, 18, 72","HSB: 210, 13, 77","CSS: rgb(170, 183, 196)","Soft Slate"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Slate Blue","Desaturated blue for cooling anchor points.","slate-blue-2","#8699AA","Hex: #8699AA","RGB: 134, 153, 170","HSL: 208, 18, 60","HSB: 208, 21, 67","CSS: rgb(134, 153, 170)","Medium Slate"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Slate Blue","Desaturated blue for cooling anchor points.","slate-blue-3","#667A8C","Hex: #667A8C","RGB: 102, 122, 140","HSL: 208, 16, 47","HSB: 208, 27, 55","CSS: rgb(102, 122, 140)","Base Slate"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Slate Blue","Desaturated blue for cooling anchor points.","slate-blue-4","#4F5F6D","Hex: #4F5F6D","RGB: 79, 95, 109","HSL: 208, 16, 37","HSB: 208, 28, 43","CSS: rgb(79, 95, 109)","Deep Slate"
"Heirloom Luxe","Elegant & Soft","A sophisticated palette balancing warm creams and deep truffles with muted accents. Ideal for fine dining and luxury lifestyle brands.","Slate Blue","Desaturated blue for cooling anchor points.","slate-blue-5","#39454F","Hex: #39454F","RGB: 57, 69, 79","HSL: 207, 16, 27","HSB: 207, 28, 31","CSS: rgb(57, 69, 79)","Darkest Slate"
